Formula,band_gap,MP ID,density,vpa,packing fraction
Ba2CuGe2O7,0.196,mp-22067,4.845679265,17.00502611,0.569740588
EuLi2GeS4,0.205,mp-629443,3.652472653,20.84191034,0.461799928
BaCu2GeSe4,0.356,mp-17252,5.260127347,25.76373689,0.465312416
BaAg2SnS4,0.367,mp-555166,4.78923043,26.00571523,0.506953701
SrCu2SnS4,0.403,mp-16988,4.228700144,22.66183967,0.461389739
BaCu2SnSe4,0.452,mp-12364,5.299959509,27.37439147,0.458888342
BaGe2P2,0.513,mp-27809,4.539476695,25.20758608,0.526586003
LaSiP3,0.518,mp-1232374,3.906908122,22.09391373,0.445380631
BaAg2GeS4,0.596,mp-7394,4.706044124,24.43341592,0.516100211
SrCu2GeSe4,0.599,mp-16179,5.123228961,24.43829586,0.449018866
Gd13Ge6O31F,0.616,mp-651087,6.881956278,14.17013412,0.546906196
KNb2PSe10,0.817,mp-1195772,4.3312337,28.63038424,0.344382865
CsNb2PSe10,0.859,mp-1195822,4.507854022,29.97686802,0.398062482
RbNb2PSe10,0.912,mp-1192452,4.420436847,29.29682582,0.360343157
SnGa2GeS6,0.968,mp-1194838,3.470872538,25.03032832,0.257645709
BaCu2GeS4,0.973,mp-17947,4.366449705,22.11981215,0.49264743
LaSi2P6,1.009,mp-29186,3.345803813,21.00577937,0.356212319
LiAsS2,1.033,mp-555874,3.052822487,19.85264593,0.346531356
SrCu2GeS4,1.046,mp-18685,4.08715125,21.1069985,0.468201949
Ba2BiInSe5,1.061,mp-1105202,5.766765122,31.77854054,0.517010258
Na(GeP)3,1.085,mp-1104707,3.487265054,22.70872939,0.387132987
Ba5In4Te4S7,1.132,mp-1105201,4.718509675,33.09391091,0.522514032
BaHgS2,1.156,mp-28007,5.803646073,28.75841935,0.557615097
Rb2P2Se6,1.292,mp-571464,3.757298607,31.23011068,0.49735504
Ca2CdP2,1.292,mp-1078908,3.544535942,23.84691915,0.610847548
K2P2Se6,1.315,mp-571452,3.484707384,29.25387037,0.464231955
Rb4GeP4Se12,1.368,mp-1195251,3.61378918,32.51353901,0.466956081
LiInTe2,1.374,mp-20782,4.704605028,33.26289573,0.385990615
Cs4GeP4Se12,1.383,mp-1195417,3.646212916,36.3394248,0.518750006
K4GeP4Se12,1.398,mp-1195433,3.321124546,30.96262082,0.430308196
Na2CoGeO4,1.422,mp-20161,3.624913336,13.831495,0.641329709
Ba2BiInS5 ,1.452,mp-864638,4.952783997,28.26647075,0.53836577
RuSi4P4,1.46,mp-14983,3.70727243,16.78717054,0.31941755
MgSiAs2,1.474,mp-1016197,3.590920896,23.37958487,0.34703032
BaGa4Se7,1.495,mp-1191072,4.989722288,26.87125271,0.381557823
LiGaGe2Se6,1.51,mp-1222398,4.109947039,28.10848071,0.272369905
Li2In2GeSe6,1.541,mp-1191200,4.375023986,27.25574041,0.344021448
LiGaTe2,1.588,mp-5048,4.598910541,29.95672192,0.375215481
HgBr2,1.682,mp-571558,5.884107445,33.90233575,0.264273036
Cs2Hg3I8,1.731,mp-540574,5.00777094,48.02521556,0.451058203
KPSe6,1.781,mp-18625,3.825810071,29.50533246,0.368640085
RbPSe6,1.792,mp-17945,4.004124228,30.59510317,0.395382486
Li2In2SiSe6,1.815,mp-1191817,4.234307584,26.57309449,0.343943933
RbB6S2(Cl3O2)2,1.815,mp-1201123,1.937332421,22.15804777,0.253978476
NaBa4Ge3S10Cl,1.842,mp-1201802,3.585698954,27.94009208,0.492724294
Rb3Ta2AsS11,1.893,mp-1209358,3.654783173,27.9539749,0.507288072
BaGa2GeSe6,1.918,mp-1227970,4.882512152,27.99605782,0.38019746
KCd4Ga5S12,1.974,mp-1223535,3.743866079,24.63917207,0.375004678
Li2Ga2GeS6,1.994,mp-554782,2.839573933,22.24084634,0.315797406
GeBi2O5,2.053,mp-23446,8.153105674,14.52667204,0.404597948
Dy3GaS6,2.061,mp-1189242,5.4745472,22.73725344,0.447210593
LiGaSe2,2.065,mp-11582,4.165028141,23.38134841,0.371172725
Cd2Ge7O16,2.1,mp-29213,5.515144448,11.91452876,0.345602044
Ba2CoGe2O7,2.124,mp-1190827,4.820163333,16.96261825,0.571164984
Sr2CoGe2O7,2.15,mp-1191317,4.431889673,15.34466326,0.543199444
Ga2Ge4Pb3O14,2.169,mp-636461,6.689967642,13.76610056,0.432961617
RbGeSbO5,2.177,mp-6639,4.708901144,15.86276556,0.629120835
AgZnPS4,2.193,mp-558807,3.662239615,21.53824281,0.321071625
BaCdSnS4,2.196,mp-12306,4.020042911,29.31038503,0.422831655
Sn2P2S6,2.217,mp-13923,3.321603736,24.58398547,0.240198737
La4InSbS9,2.219,mp-1196663,4.693793145,25.49019468,0.497721101
LiInS2,2.221,mp-1188392,3.377928278,22.84506369,0.402123655
Na2In2SiS6,2.237,mp-1190138,2.884914116,25.95881752,0.387898087
Li2CdGeS4,2.247,mp-1189383,3.09967132,21.91025687,0.376963996
PbLi2GeS4,2.251,mp-19896,4.104667876,21.33904671,0.438782003
Ba3Ga2(Ge2O7)2,2.258,mp-554139,5.288866643,14.5514788,0.563775579
Na2ZnGe2S6,2.266,mp-1190399,2.801273489,24.19935886,0.378143928
GePb3O5,2.27,mp-559144,8.349635193,17.10854234,0.558474734
BaZnSnS4,2.271,mp-13593,3.822013021,27.91178281,0.416930802
K3Nb3Ge2O13,2.301,mp-541626,4.069450455,14.55934357,0.654926997
Zn2Ge3O8,2.339,mp-27843,5.446922781,11.17969419,0.36050189
NaGeSbO5,2.369,mp-8341,4.421562288,13.96062964,0.446829769
Ge(Bi3O5)4,2.376,mp-23352,9.204318987,15.8562438,0.443691426
BaGa2SiSe6,2.389,mp-1227978,4.675939639,27.65062291,0.375522642
BaAl4Se7 ,2.393,mp-1191234,4.129855152,26.73753171,0.370730667
Ge3Pb5O11,2.411,mp-557667,6.986570619,17.88715125,0.460905321
Mn4Be3Ge3SO12,2.422,mp-21616,3.650366222,13.62250126,0.319526116
Li2In2SiS6,2.427,mp-1191903,3.071233566,22.80633311,0.348568188
Zn3P2S8,2.431,mp-30311,2.972209818,22.11952662,0.253190445
Ba2MnGe2O7,2.434,mp-1192147,4.667687832,17.39828188,0.562553098
InPS4,2.475,mp-20790,3.056129866,24.81753487,0.245407681
Mn4Be3Ge3SeO12,2.54,mp-21535,3.819994597,13.90389747,0.319882059
K3Ti(O2)2F3,2.547,mp-6305,2.644567308,16.33438115,0.837556653
BaGa4S7 ,2.58,mp-4309,3.824823525,23.17893883,0.387429254
SrBi2B2O7,2.652,mp-558323,6.52568045,13.55432401,0.487564112
BaCdGeS4,2.672,mp-13831,3.841994063,27.82416748,0.421856753
KGeSbO5,2.717,mp-14352,4.213675587,15.44290674,0.567229782
Ca10Ge16(B2O17)3,2.726,mp-1019569,4.158731165,11.75670616,0.447597189
LiZnPS4,2.731,mp-11175,2.497266972,21.99855673,0.285862885
LiGeBO4,2.731,mp-8873,3.525050643,10.38971749,0.37321016
K2ZnGeO4,2.746,mp-6386,3.648606378,15.94289482,0.872730594
Na4MgSi2Se6,2.763,mp-1103351,3.407736883,24.22162831,0.512026753
BaGa2GeS6,2.766,mp-1227983,3.723094554,24.16497983,0.386299864
Li2ZrTeO6,2.779,mp-6782,4.888719201,11.1649525,0.520032169
RbIO3,2.836,mp-27193,4.684210198,18.46011682,0.742898571
TlBO2,2.865,mp-28244,6.403281242,16.0259164,0.516552522
LiGaS2,2.926,mp-3647,2.923762048,19.99084856,0.379553711
Rb2Na(NO3)3,3.014,mp-1020630,2.5849131,16.27147744,0.593047001
K2TiOF4,3.022,mp-556623,2.887948384,15.67252406,0.827065968
B6Pb3O11F2,3.025,mp-1197284,5.355298384,12.69127746,0.357158262
Li2NiGe3O8,3.043,mp-21650,4.852038895,10.23016164,0.472189285
Ca2ZnGe2O7,3.048,mp-18596,3.934383507,14.168524,0.481466031
BaGa2SiS6,3.09,mp-1227993,3.458550074,23.8741826,0.3800898
Ba2ZnGe2O7,3.106,mp-1190949,4.883773882,16.92516958,0.572428745
Sr2ZnGe2O7,3.115,mp-17392,4.490112389,15.34526516,0.543178137
NaI3O8,3.141,mp-559065,4.711493812,15.61617125,0.352996123
Rb2CdBr2I2,3.171,mp-1103709,3.672214036,45.02286534,0.507840546
RbNb(GeO3)3,3.172,mp-540633,3.902688788,16.42037571,0.434209427
Ba2MoO3F4,3.225,mp-1214599,4.976284273,16.50386149,0.610998326
Pb2(SeO3)(NO3)2,3.245,mp-1192446,5.072444579,15.5584261,0.301501193
Sb6O7(SO4)2,3.247,mp-27229,5.112666625,14.61101076,0.293315314
Ba3B3Pb2BrO9,3.258,mp-1194742,5.691820912,17.54844166,0.620435937
Zn(IO3)2,3.259,mp-23360,5.227838769,14.65401889,0.293607339
Li2Ge2O5,3.3,mp-7998,3.532485704,12.49145144,0.412962029
La3SnGa5O14,3.311,mp-6788,5.833618599,13.71310902,0.521966053
B5Pb2IO9,3.311,mp-1200548,5.383987698,13.41369988,0.35677879
B5Pb2BrO9,3.321,mp-23623,5.129207376,13.18493134,0.340111465
Ba3BPO7,3.337,mp-554479,4.642989602,16.8617862,0.68193638
Ge3(SbO3)4,3.339,mp-1201722,5.142476425,15.24378368,0.298590183
Ba3B3Pb2ClO9,3.365,mp-1195317,5.577293226,17.17354317,0.626921924
BAsPbO5,3.384,mp-22430,5.79469042,13.35843947,0.354607148
BaGePbO4,3.43,mp-1192417,6.322345362,18.05371199,0.61609125
Ba4NaGa2B8(BrO6)3,3.473,mp-1195423,4.104108464,14.90216392,0.494579667
Ba3Sc(BO3)3,3.474,mp-14972,4.709571984,13.95729961,0.707098271
RbTa(GeO3)3,3.484,mp-540632,4.572955716,16.29716473,0.437492168
SrGePbO4,3.486,mp-1192743,6.324571673,16.18296378,0.615635877
Ge3(BiO3)4,3.494,mp-23560,7.135210311,15.25980684,0.358803519
LiPbPO4,3.504,mp-22694,5.314087028,13.79871893,0.46595402
KTa(GeO3)3,3.518,mp-540631,4.320684057,15.97578726,0.402658401
K2LiBO3,3.523,mp-557632,2.410344705,14.16687026,1.081611047
BaBAsO5,3.543,mp-9784,4.373009578,14.38475365,0.478777129
Na4Ga3Ge3B(HO3)4,3.563,mp-1203580,3.053603764,14.61974029,0.414355263
SnB4O7,3.571,mp-13252,4.4329434,8.55158571,0.286430937
Tb2Ge2O7,3.601,mp-14649,6.568965976,13.21669229,0.464938965
BaZnBO3F,3.621,mp-1077866,4.689069647,14.19269091,0.581246246
Ba2TiOF6,3.638,mp-561256,4.657581617,16.13309127,0.612405556
Ba2WO3F4 ,3.649,mp-19234,5.813770604,16.63705904,0.591295982
TaTl(GeO3)3,3.657,mp-540634,5.474484326,16.18979375,0.327312311
Na5Pr4Ge4O16F,3.688,mp-1192433,4.78075952,14.40443061,0.638594023
KZn2BO3Cl2,3.708,mp-1078186,2.530801013,21.84419561,0.401218125
Na5Nd4Ge4O16F,3.723,mp-1192544,4.901345818,14.2006632,0.647757303
Er2Ge2O7,3.727,mp-13643,6.994551908,12.77223574,0.481118213
Ho2Ge2O7,3.738,mp-560082,6.863273764,12.91409941,0.475833044
Ba5B3ClO9,3.751,mp-1201345,4.651650512,17.8194845,0.711449562
BaNaNd(GeO3)3,3.756,mp-14353,4.801772419,15.36523003,0.543509997
SrGaBO4,3.768,mp-1197916,3.633865228,15.15492957,0.460997092
Ba5B4O11,3.791,mp-3974,4.720123283,15.93429259,0.716665539
K2Ga2B2O7,3.799,mp-561525,3.025219225,14.83126125,0.617657687
Ba5B3BrO9,3.801,mp-1199246,4.786474532,18.1742773,0.704230344
Ba3Y(BO3)3,3.815,mp-6310,4.758922942,14.77103011,0.698913081
Li2Ta2O3F6,3.833,mp-561011,4.51886654,15.20092013,0.288120873
KTaGeO5,3.833,mp-14377,4.826066752,16.02896861,0.546490347
Rb2GeB4O9,3.844,mp-1020707,3.136360481,14.25585113,0.593340553
BAsO4,3.875,mp-11654,4.019623402,10.3091269,0.20309159
B2Se2O7,3.894,mp-558521,3.578819756,12.29734787,0.179045147
Sr5B3BrO9,3.899,mp-560233,4.145686868,15.45288497,0.682298215
Zr3GeO8,3.901,mp-27888,5.967645499,10.99827444,0.471400113
Ba4NaAl2B8(BrO6)3,3.908,mp-1197875,3.88007237,14.74640137,0.495955236
CaGaBO4,3.961,mp-557855,3.150618161,13.89983249,0.409289126
Sr5B3ClO9,3.964,mp-555203,3.963466296,15.12870719,0.688906368
LaGeBO5,4.03,mp-19957,5.03316086,12.46904686,0.464519475
Sr2Be2B2O7,4.079,mp-556498,3.593061783,11.62069986,0.583819412
Rb2Al2B2O7,4.079,mp-559284,2.942743347,15.56189494,0.675041311
K2Bi2(SO4)2Cl4,4.08,mp-23645,3.671306539,20.85852207,0.415204703
K3Ba3Li2Al4B6O20F ,4.101,mp-1195057,3.082515924,14.57154034,0.617668469
KSrCO3F,4.103,mp-865427,2.930426691,16.65361577,0.710161091
CsBa(BO2)3,4.112,mp-556936,3.717742855,16.18757317,0.721080287
Tm2Ge2O7,4.136,mp-14708,7.123839366,12.61143525,0.487252649
Rb5Li6(BO2)11,4.148,mp-1020620,2.760280593,12.85054396,0.701474128
Rb3Y2(BO3)3,4.168,mp-556206,3.83769054,15.54237539,0.86217106
Ba3Mg3(BO3)3F3,4.19,mp-1198065,4.21262047,13.48325375,0.652421055
BiB2O4F,4.191,mp-558753,5.988139831,10.87028724,0.304095917
B4PbO7,4.208,mp-9747,5.846993599,8.577705177,0.398826935
TlB3O5,4.222,mp-29155,4.79190285,12.19837524,0.37320205
Ca5B3O9F,4.236,mp-6632,2.814484589,12.97391554,0.593194738
BPPbO5,4.259,mp-21266,5.543477247,12.31824006,0.362411236
BAsO4,4.261,mp-3277,3.61799956,11.45351376,0.182799533
Ba3Sr4B3O9F5,4.352,mp-1182538,4.713951337,15.17480621,0.761703616
Rb3Al2(PO4)3,4.354,mp-560459,2.894429822,17.07567106,0.594035113
KCaCO3F,4.355,mp-6867,2.523223844,14.87156732,0.708023677
BAsH4NO4F,4.366,mp-1191775,2.60388126,9.925375938,0.121724411
RbMgBO3,4.373,mp-1020633,3.233635464,14.42839388,0.852318699
KBS4(ClO3)4,4.374,mp-560423,1.921867513,20.10717058,0.206941879
K3Al2(PO4)3,4.383,mp-560629,2.337645884,16.20201625,0.535713853
Rb4Ge3B6O17,4.401,mp-1020896,3.478982392,14.26583221,0.637434381
Er2Be2GeO7,4.43,mp-14420,6.783252109,10.95842762,0.525557251
SbF3 ,4.439,mp-1880,4.740151397,15.65509116,0.22901251
CaAlBO4,4.45,mp-559759,2.522329123,13.34240667,0.415450973
Li3AlSiO5,4.455,mp-1020023,2.53737134,10.20175934,0.55471369
Dy2Be2GeO7,4.469,mp-20778,6.547064955,11.15258418,0.516407768
RbBe2B3O7,4.504,mp-1020621,2.668208035,11.86859497,0.50625178
Pr2Be2GeO7,4.518,mp-14415,5.512772347,12.16100817,0.529400158
K6Al4Si6BH4ClO24,4.519,mp-1199737,2.379445704,14.34134433,0.549532725
LiGeBO4,4.531,mp-549308,3.494061148,10.48186588,0.369929188
Cs2Li3(BO2)5,4.535,mp-966802,2.951733153,14.08331103,0.736561506
RbGeB3O7,4.586,mp-1199892,3.122934056,13.40549823,0.476132992
K2Al2B2O7,4.594,mp-560217,2.370008282,14.32432138,0.628545122
RbSbSO4F2,4.603,mp-554732,3.68370845,17.09390737,0.493917037
LiK3P2O7,4.608,mp-1019794,2.511334794,15.16626051,0.818049613
KMgBO3,4.616,mp-1191101,2.461969522,13.73823064,0.776739785
SrAl2B2O7,4.652,mp-15939,2.657865722,14.32796887,0.356826081
CsSbSO4F2,4.656,mp-1213195,3.983734449,18.00356541,0.587830043
Na3B5(HO5)2,4.658,mp-722369,2.437975553,9.707037537,0.491025009
Sm2Be2GeO7,4.677,mp-14416,5.972251284,11.66341898,0.551985628
Ca2B2O5,4.707,mp-1019560,2.781254178,12.05868806,0.539277607
Ba4NaAl2B8(ClO6)3,4.715,mp-1204585,3.553333724,14.3713078,0.496248177
AlB5H16(NO7)2,4.725,mp-1200079,1.604701407,9.508377648,0.102563921
NaSr3Be3B3O9F4,4.755,mp-1192032,3.383181893,12.06370428,0.567501296
Na3B3(HO2)4,4.762,mp-1203588,2.19670418,9.803029821,0.501570695
(NH4)2PO3F,4.779,mp-24157,1.587570101,9.347230449,0.073112686
BaB2O4,4.79,mp-5730,3.845530007,13.75294501,0.52345946
Sr6B(PO4)5,4.812,mp-6044,3.566866274,14.71397476,0.515398412
CsGeB3O7,4.818,mp-558804,3.357642967,14.42345924,0.553809475
LiNa3P2O7,4.851,mp-1020164,2.599721549,12.2762176,0.631415702
KLa(PO3)4,4.855,mp-540962,3.125111511,14.57950333,0.39352849
RbLiB4O7,4.869,mp-6787,2.492587045,12.69086689,0.507662842
NaB(HO)4,4.873,mp-707419,1.82308374,9.27510372,0.332959936
K2B5H5O11,4.892,mp-707775,2.099276612,10.77434257,0.453357611
KBe2B3O7,4.91,mp-1019809,2.21797483,11.60740369,0.452967577
Cs3Li4(BO2)7,4.93,mp-1019615,3.110217999,13.84605183,0.780575066
NaBe(BO2)3,4.931,mp-1020624,2.151033623,11.25896463,0.342547784
Al5BO9,4.938,mp-3281,2.943856765,10.89455725,0.315886193
YBe2B5O11,4.94,mp-1020740,2.950314875,9.982273558,0.300226355
Na3NbOF6,4.96,mp-561259,3.35166706,13.14553645,0.623118492
Na2B5H5O11,4.962,mp-720593,2.079511828,9.758222387,0.320799998
Cs2Ba3(P2O7)2,4.966,mp-1019605,4.001065992,18.50788622,0.708407112
NaSb3F10,4.968,mp-27573,4.418571171,15.52235828,0.312798401
(C(NH2)3)2PO3F,5.01,mp-698449,1.432882554,10.11133289,0.07115862
CsLi(B3O5)2,5.025,mp-1200805,2.349951484,14.31730057,0.430227977
CsLa(PO3)4,5.044,mp-559234,3.20608815,16.91047922,0.434622145
NaCaBe2B2O6F,5.045,mp-1193627,2.654742935,10.47513256,0.511491951
Ba3P3O10Br,5.053,mp-1194785,4.128138005,17.62324193,0.510268962
CsLiB6O10,5.077,mp-5990,2.324289357,14.47537573,0.425529767
KLiB4O7,5.082,mp-6648,2.136267104,12.03507703,0.472947678
Ba3B6H2O13,5.089,mp-1199009,3.968814693,11.97407981,0.529675256
Cs2Li3B3P6(PbO12)2,5.095,mp-1196318,3.981573066,13.58867684,0.531650927
Li2SiO3,5.11,mp-5012,2.572720375,9.677924385,0.582592499
Mg5B3O9F,5.118,mp-560026,3.012214461,9.706950924,0.498324257
K2SrB8(HO)28,5.119,mp-1198667,1.893570696,9.535168233,0.26682171
RbNa2B6ClO10,5.128,mp-1194580,2.469802845,13.16974244,0.500734418
Na5B(SO4)4,5.132,mp-1020599,2.441130494,13.34331243,0.449516979
Ba3P3O10Cl,5.146,mp-1194911,3.919151912,17.45511718,0.507831026
SrB4O7,5.175,mp-5540,3.999762977,8.402126742,0.497230613
Na3B6ClO10,5.185,mp-1195615,2.263433143,12.07868979,0.422058588
Rb2GaB5(H4O7)2,5.194,mp-1201112,2.439276801,11.95327017,0.401504262
K2B4H8O11,5.201,mp-721901,1.894339359,10.71171465,0.410654717
Sr4B14O25,5.206,mp-559330,3.220493025,10.81378324,0.4143612
RbB3O5,5.211,mp-29756,2.882928201,12.66524886,0.58430059
K3B6BrO10,5.212,mp-23612,2.567889124,13.64633086,0.60331152
Ba2B6H4O13,5.237,mp-1199077,3.534553541,10.36465038,0.42729122
Ba2B5ClO9,5.241,mp-555742,3.611894341,13.74240392,0.464228815
K5B(SO4)4,5.251,mp-1019797,2.325041001,16.22198293,0.608896563
Ba3B6O11F2,5.266,mp-1195844,4.174679975,12.49047479,0.550687674
LiCsP2O6,5.284,mp-560667,3.088936495,16.00850499,0.625907789
CsB3O5,5.304,mp-3977,3.32366776,13.61912775,0.700513066
BaNa(PO3)3,5.305,mp-13755,3.17475529,14.8407466,0.417615547
Na5B(SO4)4,5.311,mp-1020599,2.441130494,13.34331243,0.449516979
CaBPO5,5.323,mp-6667,3.050019065,11.01527779,0.405279712
Sr2B5ClO9,5.336,mp-557330,3.127676194,12.76521973,0.424935178
Ca2B5BrO9,5.35,mp-554056,2.860685282,12.22773612,0.366735614
K3B6ClO10,5.372,mp-1189091,2.307668276,13.58584933,0.597967533
SrBPO5,5.387,mp-6486,3.624301794,11.99264804,0.466905285
KSi2BO6,5.397,mp-1019889,2.634160308,12.73864213,0.500476502
KBa2(PO3)5,5.403,mp-560320,3.282186828,15.58714348,0.452930146
MgB2H6O7,5.412,mp-706910,2.238424786,7.602425462,0.213814974
Sr3B6O11F2,5.417,mp-1202821,3.592311633,11.38214832,0.507035504
Na2B4O7,5.426,mp-1020142,2.679632989,9.591800704,0.525138123
CsB9O14,5.451,mp-680683,2.492079504,12.61012284,0.361617695
Ca(BO2)2,5.456,mp-556826,2.963991416,10.06007229,0.471354477
BaBPO5,5.495,mp-15840,4.038550523,13.31728486,0.496674931
BaNa(B3O5)3,5.5,mp-17864,2.545377627,12.48561119,0.316618121
B5H12NO12,5.502,mp-703444,1.520650889,9.906182171,0.086327549
NaSiBO4,5.502,mp-556740,2.823274076,10.57713629,0.48886929
LiB(S2O7)2,5.51,mp-1020060,2.18270421,14.07440893,0.159028183
Na5B2P3O13,5.539,mp-557836,2.585478321,12.21638933,0.539611861
BaB8O13,5.545,mp-27794,2.922342029,11.15283436,0.301478264
NaB5(H2O5)2,5.572,mp-721294,1.774900507,11.27688651,0.206620926
CaB8H4O15,5.601,mp-23701,2.060580413,10.66580752,0.197031597
K2Sr(PO3)4,5.609,mp-558990,2.7134961,15.5148275,0.50996141
SrLi(B3O5)3,5.648,mp-18495,2.386432671,11.55740928,0.276226463
Li2B4O7,5.668,mp-4779,2.40723584,8.974013049,0.361413774
Ca2SiB2O7,5.68,mp-752851,3.212712948,10.41738511,0.527256923
Mg3B7ClO13,5.705,mp-23617,2.993304664,9.06179456,0.351151469
BaLi(B3O5)3,5.783,mp-17672,2.694822523,11.41285194,0.307087895
NaLiB4O7,5.797,mp-553926,2.451395868,9.648598998,0.429096087
CaB3HO6,5.811,mp-1194867,2.641885869,9.686153909,0.353273428
Al4(B2O5)3,5.817,mp-31408,2.810626709,9.755013738,0.253126239
Li3B5(HO5)2,5.833,mp-707105,2.233796399,8.804776911,0.34271761
BPH4NO4F,5.838,mp-1195775,2.071743857,9.539342991,0.10759031
CsBe2BO3F2,5.883,mp-553342,3.206890123,14.25316516,0.698903223
Li3B5(HO5)2,5.885,mp-707105,2.233796399,8.804776911,0.34271761
Mg3B7ClO13,5.93,mp-23617,2.993304664,9.06179456,0.351151469
Cs2Sr2Li3B3(PO4)6,5.941,mp-1019609,3.309194874,13.34945457,0.575191852
RbBe2BO3F2,6.005,mp-7323,2.814792621,13.12916682,0.59573609
KBe2BO3F2,6.052,mp-6870,2.488958456,11.4105994,0.590428707
BaAlBO3F2,6.064,mp-558491,4.479093091,12.10041,0.5799904
B(HO)3,6.08,mp-759069,1.669404147,8.786380931,0.089149762
NaBe2BO3F2,6.085,mp-556865,2.31327475,10.99238818,0.408980941
YB6(HO4)3,6.151,mp-1178731,2.676695655,9.835343735,0.235317204
Li2B6O9F2,6.27,mp-1200209,2.134281029,10.67703251,0.247284122
CaB4O7,6.317,mp-11000,3.368628286,8.02336564,0.426382147
LiB6O9F,6.351,mp-558105,2.086963708,10.98963777,0.197358655
LiB3O5,6.361,mp-3660,2.488007023,8.852253009,0.313934722
LiB(SO4)2,6.387,mp-1020106,2.183971028,13.29799729,0.194003531
Li2B3O4F3,6.573,mp-1196457,2.038013474,11.35996554,0.282038227
B2S2O9,6.695,mp-1019509,2.710548111,10.82674026,0.153931339
BHO2,7.073,mp-721851,2.430434806,7.484367498,0.148557911
SrB4O7,7.119,mp-1020670,3.258865234,10.31233667,0.405125896
LiBO2,7.183,mp-14232,2.902264913,7.116265181,0.602564978
BPO4,7.256,mp-22694,5.314087028,13.79871893,0.46595402
